DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Mangaluru,1998,39.842,34.452,62.272,103.683,256.605,655.146,828.69,585.064,374.717,180.749,112.994,38.425,3461.207,30.55,75.86,62.44,0.868,YES
Bhavnagar,2009,6.942,6.496,11.138,15.377,38.57,106.863,143.715,123.172,71.113,32.73,17.635,4.933,565.479,33.56,36.55,233.66,0.136,NO
Aurangabad,1990,3.438,3.792,7.458,12.367,25.536,71.623,76.792,67.028,45.096,18.609,11.587,3.81,364.547,33.28,51.25,272.76,0.161,NO
Khammam,1997,14.829,13.496,29.999,44.797,119.395,339.819,357.018,281.32,155.621,73.758,42.863,18.91,1499.882,21.92,73.31,528.63,0.434,NO
Gorakhpur,2012,11.986,13.57,25.247,40.572,91.287,291.712,352.121,290.81,149.716,74.734,38.523,11.594,1349.083,21.24,70.91,107.84,0.453,NO
Vadodara,1992,17.825,18.361,31.772,59.223,116.776,332.091,453.87,394.226,191.371,99.313,42.704,18.755,1815.488,19.39,57.74,963.2,0.362,NO
Bikaner,1993,4.603,4.775,12.182,14.029,36.12,92.713,139.709,108.028,65.694,28.88,15.042,5.747,518.92,35.96,67.59,211.93,0.271,NO
Kalaburagi,2014,18.789,16.818,29.087,43.147,119.532,290.853,353.899,355.959,187.23,101.546,45.833,15.539,1635.279,19.26,84.94,1671.28,0.355,NO
Kota,2004,4.513,4.445,8.639,12.928,39.642,101.594,118.092,76.448,51.889,23.22,14.047,4.913,435.624,23.84,49.29,243.23,0.169,NO
Amravati,2010,10.257,10.917,20.264,37.267,82.077,208.068,280.146,220.291,119.941,59.894,33.131,10.379,1095.94,28.86,56.53,336.58,0.31,NO
Ajmer,2024,18.915,22.555,42.673,58.007,138.213,415.812,522.792,423.564,205.235,105.147,54.737,23.728,2077.911,29.61,83.94,42.51,0.654,YES
Begusarai,2003,20.729,20.943,28.311,54.629,130.375,397.015,511.562,423.657,173.076,86.336,56.64,20.329,1877.142,19.67,75.71,1208.39,0.421,YES
Shivamogga,2001,24.34,23.603,42.195,64.153,147.804,406.452,507.276,401.511,279.483,114.067,61.335,18.677,2253.324,19.14,73.41,908.31,0.521,YES
Kolhapur,2006,1.733,2.066,3.601,5.831,12.824,35.782,38.362,34.527,20.44,10.33,5.498,2.029,179.955,30.93,52.47,81.71,0.159,NO
Asansol,1998,20.958,17.241,37.674,66.025,139.268,395.632,513.886,394.791,238.366,97.019,54.584,16.842,1883.475,30.26,84.34,82.11,0.615,NO
Mysuru,2024,16.308,19.367,41.802,61.514,149.103,395.488,636.953,481.736,203.851,106.708,65.901,15.776,2002.683,20.24,77.84,801.99,0.509,YES
Suryapet,2002,22.461,23.234,44.159,68.834,155.866,472.881,637.812,475.885,296.261,98.779,79.713,22.788,2209.19,21.74,71.18,830.12,0.513,NO
Howrah,2004,8.433,9.14,16.595,26.689,63.277,163.462,222.799,163.203,97.854,39.441,25.342,8.292,877.527,32.67,58.79,86.98,0.314,NO
Amravati,2007,5.242,5.553,10.671,16.473,38.142,90.813,120.93,117.898,56.782,29.661,14.387,3.98,500.44,24.92,46.54,357.26,0.153,YES
Nadia,2022,29.968,33.329,71.678,78.559,232.909,669.443,868.165,450.394,429.825,160.412,96.411,33.92,3072.77,36.07,72.99,101.31,0.779,YES
Tirunelveli,1995,6.374,8.782,19.731,20.644,55.447,160.044,206.413,166.24,89.244,40.021,28.088,8.296,797.234,33.26,53.98,43.67,0.284,NO
Tezpur,2016,9.432,8.447,20.63,26.699,50.623,189.583,243.499,176.501,84.796,40.407,26.976,8.742,909.688,24.11,69.7,58.98,0.373,NO
Aurangabad,2012,11.275,11.436,20.654,27.861,86.567,228.058,288.064,224.248,143.791,51.931,35.076,11.519,1079.761,34.16,61.18,360.72,0.325,NO
Vellore,2016,17.017,14.089,32.447,49.86,131.93,323.209,443.298,272.445,178.251,83.516,50.068,14.854,1600.07,18.4,82.63,1106.44,0.416,NO
Adilabad,2023,16.841,15.114,30.157,45.753,122.005,340.91,456.657,324.356,220.077,78.688,45.532,14.698,1537.161,27.31,85.33,810.59,0.457,YES
Rangareddy,2003,7.717,7.756,14.634,22.175,58.329,149.441,162.994,129.596,74.495,33.71,20.739,7.09,785.55,24.97,63.62,217.07,0.302,NO
Varanasi,1997,8.01,6.796,14.142,19.081,50.909,167.012,194.217,157.015,93.424,33.932,22.406,7.959,778.689,32.06,34.63,229.19,0.167,NO
Solapur,2024,14.15,13.368,28.07,34.494,76.719,212.772,348.824,220.839,171.222,61.619,45.155,12.32,1289.903,27.98,68.13,15.22,0.442,NO
Tinsukia,2008,26.223,27.481,52.332,85.318,171.123,556.135,631.21,534.74,282.53,148.396,78.98,29.799,2729.807,26.85,74.33,10.85,0.734,YES
Allahabad,2019,10.598,11.43,25.0,30.288,73.019,247.361,324.556,229.185,123.977,55.385,41.082,9.915,1144.07,21.35,70.72,596.27,0.348,NO
Shivamogga,2003,28.755,27.656,48.309,79.367,156.688,562.0,712.387,471.628,345.997,127.481,75.746,24.649,2731.277,31.48,86.78,38.28,0.787,YES
Jaipur,2009,6.169,4.818,9.733,16.331,38.246,122.978,143.339,114.691,58.188,28.265,13.179,5.924,578.63,30.34,44.95,163.64,0.186,NO
Jhansi,2014,7.266,6.274,14.12,19.518,53.502,139.196,152.448,152.029,88.409,32.621,21.426,7.131,680.467,27.05,64.61,0.0,0.316,YES
Malda,2013,24.927,26.206,53.343,72.828,206.784,417.744,694.931,457.257,304.81,109.37,67.802,25.808,2603.484,30.43,69.8,10.99,0.691,NO
Nagpur,2003,12.721,13.967,24.249,40.222,88.31,267.172,281.244,254.818,157.201,60.008,39.329,13.23,1262.873,21.56,56.83,386.45,0.335,NO
Mahbubnagar,2015,25.865,29.393,41.991,66.158,171.195,560.898,630.452,472.568,324.43,137.756,76.623,24.047,2727.746,28.25,81.41,65.22,0.759,NO
Barpeta,2012,3.983,4.296,6.993,13.827,26.28,74.527,100.83,80.417,37.088,19.683,12.629,4.389,397.975,35.03,45.95,286.49,0.141,YES
Hyderabad,2011,9.917,9.676,21.52,35.493,70.889,197.003,282.355,177.993,121.152,62.244,31.464,10.802,1003.316,24.89,67.88,378.58,0.339,NO
Chitradurga,2008,11.437,12.519,26.528,30.106,81.984,244.79,293.981,224.996,161.71,60.334,32.99,12.99,1182.589,28.4,53.66,284.23,0.32,YES
Guwahati,1992,11.559,11.306,19.454,29.312,63.652,208.128,281.588,214.424,143.121,40.897,30.873,10.993,1014.863,19.37,71.47,153.96,0.388,NO
Muzaffarpur,2008,28.189,26.621,52.787,90.992,184.23,688.776,789.071,588.292,357.306,166.324,102.126,27.214,3001.714,28.31,77.69,20.41,0.798,NO
Medak,1998,17.78,18.501,35.977,47.173,123.365,356.733,422.108,400.636,227.348,101.857,51.893,20.403,1918.704,19.58,75.18,660.51,0.501,YES
Ahmedabad,2017,6.218,5.793,14.225,18.595,40.647,126.033,138.731,120.421,88.477,25.224,17.417,6.039,612.938,30.2,35.12,282.3,0.132,NO
Ajmer,2009,11.612,11.45,28.189,34.154,87.723,226.303,313.367,263.626,143.566,56.821,35.714,12.698,1205.35,25.33,65.54,379.28,0.365,NO
Noida,1996,16.082,15.18,29.365,50.078,97.108,283.796,436.365,293.135,189.304,67.437,48.844,13.097,1479.995,23.71,68.93,613.63,0.399,YES
Chitradurga,2003,8.885,11.029,19.518,29.639,73.927,196.625,226.604,190.999,109.656,56.504,34.037,9.274,1012.497,22.37,62.63,356.78,0.32,NO
Medak,1998,24.701,23.025,54.25,87.838,177.819,449.091,523.184,484.998,279.619,101.281,71.575,28.671,2367.058,26.95,84.07,68.82,0.704,YES
Nagaon,2008,13.626,11.145,25.173,39.242,92.614,210.927,311.542,258.775,148.493,50.886,37.255,13.598,1260.961,22.87,69.23,376.85,0.392,NO
Malda,2003,25.317,25.591,61.213,78.949,190.074,436.927,600.642,654.657,375.582,140.614,62.136,23.277,2685.293,24.04,93.09,76.84,0.802,YES
Mysuru,2006,15.067,15.041,33.525,56.39,114.335,337.882,422.494,380.204,227.912,88.589,58.993,16.768,1743.536,19.79,75.06,1020.02,0.419,NO
Surat,2019,7.982,6.384,10.916,17.812,41.137,125.848,189.058,129.803,70.495,29.029,20.269,7.831,679.537,22.23,56.91,260.45,0.246,NO
Begusarai,1998,6.141,6.575,12.498,15.272,44.583,106.469,143.933,111.471,71.346,29.292,17.337,5.842,600.773,26.98,53.72,311.03,0.21,NO
Raichur,2022,5.612,5.315,10.742,19.663,42.236,103.861,138.096,109.621,66.111,27.27,16.54,5.328,546.551,31.09,51.15,301.52,0.19,NO
Surat,2014,20.771,21.273,36.578,71.008,162.387,531.661,487.133,424.759,296.566,114.627,77.226,25.398,2213.115,28.47,79.36,72.76,0.654,NO
Udaipur,2003,15.139,20.513,41.047,59.858,133.907,462.446,498.608,279.977,229.36,120.702,53.293,22.433,1999.838,21.73,68.25,1037.8,0.433,NO
Guwahati,2000,20.348,17.956,37.552,54.897,122.19,343.91,526.134,362.155,204.058,97.197,57.64,15.678,1842.744,20.99,75.62,84.44,0.568,YES
Medak,2024,13.082,11.607,35.096,40.426,91.252,265.661,323.196,274.529,188.512,70.592,36.127,12.377,1398.238,31.98,72.56,578.59,0.405,NO
Mumbai,2003,28.138,25.353,54.255,104.917,174.119,473.119,640.205,453.595,374.547,122.247,74.886,23.968,2765.546,27.82,84.41,126.77,0.771,YES
Nashik,2019,8.514,10.192,18.956,25.196,69.066,212.454,244.875,217.242,143.863,55.413,31.408,11.08,1024.796,28.74,73.23,681.76,0.325,NO
Alwar,1993,9.2,6.44,16.001,20.323,53.945,130.595,202.334,154.704,103.835,36.602,21.89,7.304,752.459,26.0,30.74,521.52,0.105,NO
Surat,1993,35.88,30.618,65.331,92.638,219.332,490.925,679.542,540.093,347.566,142.478,72.494,28.917,2879.367,24.18,78.21,90.47,0.768,YES
Dibrugarh,2017,18.451,24.894,46.68,77.93,165.142,440.637,486.472,443.773,255.365,119.791,66.382,24.497,2309.999,29.53,75.43,0.0,0.664,NO
Jorhat,1997,11.574,8.752,20.383,30.436,73.6,217.878,295.312,181.259,103.096,51.931,31.957,10.928,1019.394,28.9,61.34,331.83,0.318,YES
Salem,1991,15.838,14.438,38.465,54.064,115.456,269.276,399.897,366.7,214.659,73.9,54.613,16.992,1714.29,24.32,76.05,5.97,0.557,YES
Purnia,2011,32.964,27.215,54.903,88.78,196.244,534.025,866.105,668.281,317.38,149.507,74.324,34.234,2925.676,29.79,86.98,100.29,0.815,YES
Karimnagar,2005,9.964,10.19,18.054,31.044,72.453,182.153,204.903,193.263,109.715,54.878,27.921,9.359,926.012,28.8,56.43,253.07,0.29,NO
Rangareddy,2018,18.47,17.097,36.556,48.51,106.256,310.628,412.873,345.877,215.328,89.349,51.325,15.262,1709.11,29.89,89.28,63.42,0.608,YES
Thane,2019,21.689,17.229,35.811,61.093,153.211,430.887,501.731,423.485,217.352,95.669,57.493,18.296,2027.265,28.46,84.31,45.62,0.646,NO
Begusarai,2001,27.46,27.889,54.334,83.257,142.332,591.645,683.208,546.512,294.352,164.507,99.109,23.731,2848.365,28.93,84.52,103.95,0.789,NO
Siliguri,2024,22.303,24.961,44.045,64.371,149.16,471.113,720.383,494.649,243.712,107.025,66.689,20.879,2284.141,25.13,88.82,525.87,0.648,NO
Malda,2000,9.0,10.805,19.091,31.274,82.898,190.481,258.177,180.444,125.624,56.789,33.918,10.094,1005.106,23.68,60.69,406.03,0.303,YES
Warangal,2010,19.978,21.571,42.359,66.13,138.144,404.571,515.295,449.523,273.07,100.812,55.939,21.836,2107.179,30.63,84.22,18.71,0.664,NO
Malda,2010,6.92,6.362,11.976,18.42,52.536,131.822,177.539,118.606,86.742,35.125,19.146,6.841,644.813,27.68,63.15,0.0,0.303,YES
Guwahati,1994,25.122,19.779,42.149,70.228,156.022,463.174,594.364,467.059,260.177,109.173,77.111,22.436,2224.384,15.88,68.69,1075.03,0.471,YES
Durgapur,2009,12.631,12.709,20.51,35.825,69.455,258.451,283.335,225.588,121.936,52.243,34.126,11.225,1112.367,20.3,53.68,116.35,0.33,YES
Chennai,1992,22.768,25.759,47.347,63.859,177.697,418.687,478.121,478.143,254.866,120.506,76.838,26.011,2367.944,28.5,78.99,5.15,0.69,NO
Churu,2022,9.006,7.442,15.923,25.752,60.146,155.425,204.565,185.491,108.138,41.573,28.388,7.441,857.932,19.6,64.5,64.52,0.34,NO
Meerut,1998,29.964,29.583,59.509,85.524,181.151,586.528,663.414,565.111,308.064,133.662,81.872,28.794,2768.732,20.81,83.76,38.33,0.78,YES
Bikaner,1998,6.305,6.978,12.11,16.203,45.106,123.359,146.322,114.551,67.171,27.889,15.715,6.543,596.648,43.21,50.62,293.32,0.198,NO
Mahbubnagar,1993,8.096,7.831,14.554,25.811,46.594,153.138,213.014,124.251,94.742,36.232,23.558,7.468,775.854,22.13,65.78,80.79,0.328,YES
Kutch,2024,7.568,8.025,17.879,21.189,53.699,147.77,186.033,163.968,79.863,34.441,21.056,6.44,714.407,29.68,57.23,462.21,0.226,YES
Chitradurga,2006,14.722,15.693,31.888,43.361,114.841,233.416,453.706,311.191,169.086,77.024,43.498,11.648,1472.429,20.7,57.26,784.78,0.321,NO
Raichur,2023,4.318,4.689,9.424,13.218,32.965,89.696,109.833,80.031,49.781,20.937,13.261,4.643,429.766,39.31,52.63,93.57,0.203,NO
Arrah,2013,14.952,13.713,36.449,43.163,116.98,326.68,384.552,337.967,168.082,92.643,60.385,17.892,1593.064,25.68,68.62,1485.64,0.299,NO
Kalaburagi,2021,12.907,10.779,29.431,36.686,94.255,323.681,408.143,329.548,170.201,76.523,33.745,11.94,1404.523,28.25,81.56,444.6,0.465,NO
Durgapur,1990,8.489,9.476,16.736,28.326,54.126,176.595,230.529,188.051,100.15,43.828,22.182,8.649,874.055,20.33,63.44,422.01,0.289,NO
Murshidabad,1997,7.62,6.695,12.723,22.239,59.13,167.403,176.39,148.112,96.03,35.209,21.579,6.654,687.583,32.13,73.78,334.76,0.313,NO
Mangaluru,2012,25.015,21.68,39.371,57.187,115.287,340.585,468.932,442.073,250.627,88.44,55.056,20.796,2022.601,24.27,74.49,17.83,0.604,YES
Hubballi,2001,28.325,21.59,50.755,69.55,162.776,428.338,644.606,461.683,280.934,133.262,80.337,22.493,2426.411,31.22,85.65,87.26,0.719,YES
Hyderabad,2001,5.606,5.938,10.69,17.429,36.899,105.124,123.429,127.536,62.172,25.042,14.627,5.491,544.469,22.04,67.16,304.31,0.261,NO
Mumbai,2004,22.242,22.995,53.475,77.612,150.0,531.083,621.017,551.501,339.245,103.883,79.958,28.807,2475.952,26.5,81.89,54.06,0.716,YES
Muzaffarpur,2008,20.067,21.008,40.195,64.741,142.862,313.603,485.423,385.799,252.697,109.841,57.623,17.248,1965.516,34.98,74.74,61.79,0.589,YES
Nashik,2015,22.133,19.809,40.349,79.775,140.143,362.303,569.301,459.886,280.352,116.397,65.366,21.811,2147.583,20.74,69.37,1396.51,0.416,NO
Belagavi,2018,11.258,11.947,17.988,28.996,76.563,211.074,211.216,194.029,127.235,51.522,29.766,12.704,1029.141,22.88,66.55,55.79,0.381,YES
Gorakhpur,2011,15.264,15.656,31.012,46.879,107.522,242.32,344.682,296.415,198.555,74.223,42.091,16.748,1530.256,25.13,52.96,293.64,0.379,NO
Arrah,2010,10.704,7.984,19.042,20.735,63.951,224.129,237.905,162.544,97.805,42.75,26.388,7.645,942.95,26.95,51.71,231.93,0.274,NO
Bikaner,2009,1.033,1.054,1.93,3.614,6.699,22.406,21.531,20.6,12.54,4.645,3.05,0.928,100.0,26.59,39.95,348.41,0.051,NO
Bengaluru,2018,13.219,13.258,23.453,43.073,101.163,262.696,349.361,247.785,143.226,65.493,43.761,13.541,1364.42,28.61,65.02,560.21,0.367,NO
Ajmer,1993,10.761,11.633,20.448,29.624,76.005,205.962,247.9,245.444,164.811,47.526,32.36,11.451,1125.481,22.74,74.21,343.95,0.394,NO
Jamnagar,1996,22.874,27.012,54.426,86.861,178.449,521.36,757.789,575.728,355.666,113.908,77.344,31.817,2762.763,21.58,82.07,10.6,0.775,YES
Belagavi,2017,3.467,3.452,6.935,12.135,22.647,74.618,89.71,60.37,40.701,16.023,9.153,3.914,349.612,29.13,57.2,140.95,0.203,YES
Udaipur,2017,21.8,26.689,45.379,84.597,166.504,513.24,585.565,388.964,248.26,100.58,76.376,24.757,2482.861,26.18,79.3,0.0,0.713,NO
Kota,1993,5.594,4.921,8.267,17.901,40.617,109.542,146.655,104.521,65.036,24.541,14.143,4.447,527.969,30.58,65.39,301.55,0.251,NO
Tiruchirappalli,2011,15.985,21.888,29.317,46.997,122.374,428.618,386.8,323.997,221.368,91.748,48.258,15.845,1728.654,19.4,85.65,771.47,0.498,NO
Thanjavur,2001,13.37,12.408,26.33,37.741,92.726,267.579,257.609,244.088,158.687,69.171,37.116,10.436,1279.691,22.6,82.16,1484.58,0.303,NO
Solapur,1992,29.592,28.557,53.167,75.252,195.197,502.186,715.263,620.653,300.28,141.796,73.748,29.009,2630.608,22.15,78.66,776.13,0.631,YES
Surat,2011,11.792,13.84,23.508,33.013,81.798,236.398,309.383,233.84,148.636,62.038,34.718,12.487,1208.957,17.96,63.97,270.39,0.373,YES
Mahbubnagar,1991,25.118,32.018,54.961,84.948,183.128,495.192,722.825,551.251,236.514,159.102,85.953,25.666,2668.234,27.86,72.55,38.68,0.711,YES
Noida,2013,14.089,13.845,27.885,36.385,93.655,273.72,373.032,268.42,166.291,60.377,40.122,14.437,1328.471,24.22,44.62,60.56,0.336,YES
Solapur,2023,18.569,19.159,36.022,51.693,127.518,421.069,486.05,364.47,291.313,92.669,63.533,20.596,1993.258,19.08,80.23,348.73,0.58,YES
Begusarai,2016,8.513,6.786,18.724,25.717,63.493,185.058,243.263,149.553,92.519,39.118,22.762,9.405,830.699,18.83,60.73,596.13,0.245,YES
Nalanda,1990,6.185,6.614,11.506,22.134,47.508,149.638,183.915,114.925,84.022,30.624,20.915,6.472,687.467,17.31,50.62,123.95,0.237,NO
Nadia,1997,14.355,15.361,23.667,36.752,65.51,202.719,314.976,241.826,151.699,55.812,37.493,9.062,1213.054,31.98,48.7,412.19,0.286,NO
Thanjavur,2012,7.89,8.794,19.654,24.911,62.281,156.788,219.362,159.736,120.529,40.627,24.777,9.052,840.179,25.05,75.23,694.72,0.299,NO
Surat,1995,12.577,11.537,24.932,32.136,85.722,252.656,286.722,230.641,134.654,51.278,37.417,11.406,1197.504,27.17,57.98,237.84,0.349,YES
Kolkata,2011,25.375,23.599,51.031,59.756,148.98,440.28,672.879,500.134,280.852,114.448,76.412,22.622,2403.772,25.94,81.9,63.82,0.702,NO
Anand,2014,11.295,10.296,23.763,28.582,72.706,191.087,305.856,210.863,113.536,47.86,33.186,8.608,1052.12,20.26,54.97,343.33,0.294,NO
Silchar,2007,11.294,10.519,22.631,34.847,79.701,223.862,292.238,270.227,155.568,55.554,36.998,12.276,1149.913,23.82,63.27,350.13,0.349,YES
Tirunelveli,2006,21.268,22.035,46.587,61.473,151.015,433.37,537.734,428.447,276.996,110.82,70.556,27.676,2210.549,16.96,94.06,1195.66,0.567,NO
Jorhat,2001,15.203,16.412,33.758,53.448,117.319,286.133,374.951,325.945,179.428,68.453,44.3,14.776,1606.201,21.83,84.26,520.08,0.504,NO
Shivamogga,1995,4.988,6.949,11.445,16.835,42.403,130.901,144.049,122.238,63.227,25.223,18.155,6.041,554.744,31.34,39.31,55.4,0.171,YES
Jodhpur,2015,8.662,8.124,14.796,22.914,62.653,150.99,204.326,148.101,94.442,35.783,23.891,7.64,802.359,32.64,34.94,196.56,0.178,YES
Karimnagar,2016,3.928,5.046,10.049,14.288,29.425,84.202,145.992,69.883,50.633,28.77,17.707,5.541,473.593,31.55,48.55,340.01,0.159,YES
Agra,1997,5.576,4.958,8.808,16.53,34.236,121.269,107.836,108.019,69.439,29.155,17.209,5.475,529.484,22.24,41.7,291.97,0.145,NO
Alwar,2008,33.479,36.058,68.366,102.868,232.194,635.678,714.861,583.295,381.482,163.293,89.574,29.611,3305.692,26.9,76.61,7.52,0.851,YES
Surat,1990,19.186,21.709,31.382,54.132,141.639,449.491,605.379,384.621,230.424,98.191,61.094,19.823,1991.243,17.54,90.9,1230.16,0.508,NO
Vellore,2018,19.327,16.551,31.858,61.412,131.151,413.928,488.29,327.328,264.856,95.82,53.03,18.084,1910.408,28.5,70.11,57.58,0.559,YES
Mysuru,2024,13.722,16.133,30.88,56.296,114.978,373.415,352.817,301.941,204.04,82.665,46.767,13.933,1561.357,18.03,80.68,1055.31,0.407,YES
Asansol,2003,21.712,27.148,54.533,84.341,166.219,506.351,721.151,587.646,339.794,133.982,73.39,30.406,2775.832,28.93,89.71,53.67,0.807,NO
Khammam,2024,20.67,18.163,41.749,57.408,125.68,421.095,486.551,368.882,201.578,84.883,62.703,20.142,1926.901,21.07,65.72,1123.22,0.397,NO
Thane,2009,22.65,22.601,62.087,80.526,201.27,589.56,581.738,602.411,274.628,137.604,76.058,27.506,2565.032,27.23,77.92,49.1,0.715,YES
Kanpur,2002,15.079,16.249,35.002,51.383,107.154,278.685,373.618,321.744,196.888,85.256,42.831,13.967,1540.306,27.12,56.71,210.37,0.409,NO
Goalpara,1997,20.232,22.086,46.025,70.091,135.404,407.642,523.68,529.799,260.057,96.015,70.169,22.285,2253.005,29.13,88.05,43.3,0.705,YES
Durgapur,2009,21.8,23.532,47.718,73.195,188.997,521.739,625.28,542.765,284.28,114.556,76.395,25.274,2470.234,28.37,79.85,0.0,0.713,YES
Salem,2022,14.617,19.708,30.801,54.166,126.668,240.066,438.43,399.107,191.158,69.466,50.84,17.947,1714.756,29.07,90.24,65.68,0.613,YES
Tezpur,2015,6.682,6.1,12.093,16.942,38.34,130.195,175.671,136.966,82.921,35.835,22.869,6.76,674.099,32.65,53.52,249.83,0.231,NO
Akola,2010,22.556,22.571,44.252,65.54,154.163,504.188,623.2,361.646,267.375,109.099,73.657,21.727,2180.459,26.9,78.24,99.72,0.639,NO
Purnia,1998,29.964,27.329,63.212,76.778,198.352,522.944,708.726,552.481,380.096,142.943,100.767,28.524,2922.855,25.77,74.36,68.37,0.762,YES
Dindigul,2013,11.04,12.08,25.941,43.404,81.072,288.671,303.624,236.578,160.084,70.711,39.209,10.628,1238.008,27.39,49.89,271.3,0.315,NO
Aurangabad,2006,16.401,19.325,24.515,49.396,107.947,287.746,437.825,262.288,183.802,87.309,51.841,16.819,1587.275,23.69,66.63,373.01,0.441,NO
Karimnagar,2013,6.077,5.9,11.386,16.181,45.218,121.999,161.937,110.144,65.93,31.353,13.84,4.463,597.391,29.96,70.69,168.15,0.306,NO
Tinsukia,2010,25.964,21.908,48.062,73.412,182.112,450.768,566.682,442.496,300.479,125.723,79.768,20.637,2357.565,27.6,77.63,29.87,0.678,NO
Kalaburagi,2002,13.621,10.786,22.16,33.948,70.84,213.515,319.007,255.553,136.349,61.481,34.774,11.07,1113.406,32.75,53.58,0.0,0.346,NO
Jamnagar,2000,14.537,14.368,29.062,54.783,119.666,359.756,408.766,286.758,200.05,88.593,50.184,13.652,1572.224,22.28,80.24,1155.26,0.393,YES
Murshidabad,2008,4.671,5.827,10.615,16.95,35.576,110.964,121.898,112.283,70.533,29.541,14.289,5.736,547.874,34.93,43.04,249.87,0.16,NO
Delhi,2000,16.375,20.054,38.121,52.327,148.354,322.626,432.454,366.781,251.241,99.718,56.376,15.871,1739.729,21.23,71.29,1518.0,0.334,NO
Meerut,2002,4.464,5.235,8.563,15.154,37.017,83.425,130.29,106.66,56.6,24.089,12.059,4.841,489.449,31.15,60.53,344.49,0.216,NO
Erode,1990,18.141,19.93,41.091,56.797,131.16,376.846,600.491,425.132,289.408,102.699,61.757,20.5,2140.653,29.25,87.64,60.41,0.68,YES
Jorhat,2008,7.545,11.296,21.272,32.419,59.521,214.407,256.991,217.723,128.034,51.146,34.07,11.853,1075.112,24.17,62.86,113.12,0.365,NO
Jhansi,2001,11.569,10.314,20.786,37.712,95.364,197.465,270.824,233.191,115.199,59.72,37.496,12.639,1206.058,21.43,53.48,119.74,0.346,NO
Allahabad,1997,2.421,2.432,4.529,6.225,17.322,52.497,63.147,56.031,31.307,13.441,7.692,2.991,252.185,32.32,48.88,222.16,0.136,NO
Katihar,1997,21.156,23.756,45.594,71.662,160.913,443.027,577.175,467.307,283.862,127.504,68.029,19.804,2224.563,29.53,85.12,76.92,0.682,YES
Tirunelveli,2001,26.095,24.53,48.919,74.541,163.483,390.248,736.484,488.361,255.249,130.656,81.758,25.215,2567.219,32.28,86.73,78.76,0.751,YES
Murshidabad,2022,3.599,3.547,10.149,10.647,24.211,80.083,111.782,96.339,48.523,20.189,10.804,4.581,413.171,29.43,71.25,234.88,0.265,NO
Alwar,2015,31.738,31.843,66.693,98.777,220.589,723.661,670.888,652.728,399.149,153.215,101.794,34.08,3196.106,26.69,67.06,0.0,0.788,NO
Karimnagar,2017,24.614,21.908,43.349,70.051,152.026,375.699,601.658,361.832,276.546,138.899,70.011,20.618,2215.556,24.66,82.46,13.81,0.676,YES
Gandhinagar,1994,3.431,3.726,7.17,11.594,28.797,81.302,79.44,71.972,45.239,20.689,11.166,3.347,359.287,31.4,52.71,6.68,0.203,NO
Kutch,1997,9.894,11.207,18.485,26.45,66.156,177.29,256.644,177.428,128.486,49.756,30.428,10.135,948.164,26.1,69.25,350.3,0.339,NO
Mumbai,2014,27.726,24.759,46.101,72.999,195.414,420.724,511.015,522.465,332.478,140.267,69.361,22.536,2554.949,26.32,81.79,42.11,0.732,NO
Chennai,2016,20.466,21.111,42.475,66.721,175.44,436.813,600.863,468.253,244.961,116.936,69.709,21.973,2197.411,29.64,80.22,41.04,0.659,YES
Darbhanga,2012,21.305,20.82,37.309,77.686,162.061,440.906,502.315,414.98,221.855,109.627,64.936,20.509,2094.124,16.44,72.65,1191.03,0.449,YES
