DISTRICT,YEAR,AVG_TEMP,HUMIDITY,ELEVATION,FLOODS,MONTH,RAINFALL_MM
Tirunelveli,2006,23.61,52.4,362.03,0,2,8.503
Jodhpur,2024,26.79,34.21,221.79,0,2,4.246
Erode,2007,28.17,75.11,93.21,1,2,20.555
Durgapur,2011,26.89,90.09,36.74,0,2,27.985
Allahabad,2013,20.37,63.65,225.31,0,2,12.358
Purnia,2008,26.34,72.93,102.07,1,2,25.159
Rajkot,2010,29.47,45.2,290.48,0,2,5.96
Jorhat,1997,21.61,70.29,257.71,0,2,16.131
Jalpaiguri,2017,27.4,64.25,204.89,0,2,11.454
Guwahati,1994,26.3,46.25,145.28,1,2,7.252
Lucknow,2006,22.5,66.49,252.23,0,2,14.924
Erode,2008,33.12,45.3,292.26,0,2,4.18
Mahbubnagar,2016,31.55,62.14,0.0,1,2,2.972
Mumbai,2023,27.79,89.26,82.84,1,2,30.376
Solapur,2000,25.15,59.8,406.19,0,2,13.005
Kutch,2001,24.72,53.0,145.13,1,2,11.136
Gaya,2010,27.9,27.7,205.87,0,2,4.679
Sikar,2000,26.26,38.06,149.45,0,2,3.958
Durgapur,2017,30.46,37.47,109.64,0,2,5.34
Purnia,1994,17.71,59.75,1116.57,0,2,17.001
Allahabad,2006,20.2,83.36,66.17,1,2,23.94
Mangaluru,2009,34.09,82.52,73.08,1,2,33.149
Noida,2001,32.79,59.76,31.98,0,2,7.46
Thanjavur,1995,28.33,75.02,36.71,0,2,27.377
Gorakhpur,2006,24.8,47.5,262.15,0,2,3.731
Bharatpur,2008,26.9,80.03,1388.33,0,2,23.901
Bareilly,2015,21.56,89.14,1101.0,0,2,12.155
Pune,2021,24.53,63.48,462.31,0,2,7.885
Erode,1995,32.05,64.61,329.38,1,2,11.408
Mangaluru,2000,25.01,80.84,65.84,1,2,16.597
Katihar,2022,21.69,43.06,116.47,0,2,1.265
Purnia,2013,23.39,67.82,408.96,1,2,3.823
Kolhapur,2012,30.16,79.74,10.83,1,2,25.718
Nashik,2004,35.12,58.54,146.43,0,2,7.947
Madurai,2016,23.15,56.35,184.86,1,2,9.955
Kalaburagi,2000,21.34,57.06,551.65,1,2,8.791
Rangareddy,2006,30.13,48.37,164.27,0,2,5.551
Kutch,2003,27.97,83.11,63.43,1,2,27.317
Hubballi,2016,33.54,52.82,384.24,0,2,11.274
Silchar,2007,27.02,62.12,379.51,1,2,12.204
Jhansi,2017,34.45,51.05,148.23,0,2,10.305
Thanjavur,1993,35.5,51.3,236.79,1,2,5.75
Ajmer,1996,22.77,86.77,612.08,1,2,16.188
Medak,2024,15.61,79.41,342.65,0,2,13.378
Arrah,1998,28.42,41.83,369.9,1,2,5.068
Shivamogga,1997,20.77,83.2,900.83,0,2,16.914
Allahabad,2006,20.14,73.82,44.08,1,2,26.715
Noida,2006,18.0,77.42,1427.24,1,2,17.157
Siliguri,2022,24.71,88.28,426.17,1,2,11.567
Salem,2021,25.65,75.61,32.84,1,2,14.991
Shivamogga,1997,34.34,78.38,60.79,0,2,34.503
Mysuru,2008,21.49,73.24,1235.98,0,2,17.965
Agra,1992,19.38,66.05,506.84,0,2,19.801
Salem,1994,14.48,68.99,732.83,0,2,14.067
Sivasagar,2002,26.41,80.15,42.73,1,2,25.616
Akola,2020,24.79,87.87,1046.6,1,2,18.492
Nagaon,2005,27.57,49.8,340.02,1,2,4.822
Kalaburagi,2021,26.81,85.6,32.32,1,2,24.041
Anand,2011,24.1,84.18,97.1,0,2,21.948
Allahabad,2018,20.5,77.78,1228.46,0,2,19.151
Nizamabad,2011,27.28,42.1,73.46,1,2,10.53
Solapur,1992,20.55,87.91,1169.22,0,2,17.586
Suryapet,1999,24.47,85.15,96.5,1,2,27.395
Varanasi,2010,28.04,62.83,285.71,0,2,8.76
Howrah,2005,18.77,64.75,745.74,0,2,23.358
Kolkata,2001,28.71,72.71,35.99,1,2,33.89
Thane,1991,30.37,74.01,67.77,0,2,29.367
Gaya,2013,21.26,69.49,488.35,1,2,13.286
Erode,2024,32.62,48.67,386.57,0,2,5.705
Silchar,2019,32.76,42.51,321.49,0,2,5.68
Gandhinagar,2019,22.62,75.74,1321.22,0,2,14.036
Katihar,2024,22.93,79.43,581.52,1,2,16.597
Purnia,2008,31.6,86.55,97.5,0,2,23.121
Katihar,1997,27.74,53.71,508.45,0,2,12.027
Barpeta,2015,30.52,71.66,97.36,1,2,35.389
Karimnagar,1996,30.69,36.98,245.66,0,2,6.934
Bhagalpur,2019,28.75,66.03,325.07,0,2,17.596
Coimbatore,1996,24.17,68.37,363.79,0,2,5.362
Chennai,1992,22.72,84.3,69.15,1,2,26.237
Barpeta,1990,31.8,53.05,516.85,1,2,7.124
Barpeta,2014,20.58,77.61,520.71,0,2,22.915
Nagpur,1990,26.68,75.21,359.22,1,2,8.768
Rajkot,2004,33.6,52.51,267.5,1,2,5.244
Bikaner,2002,27.35,27.43,320.95,0,2,6.171
Dibrugarh,1997,29.57,44.51,186.66,0,2,2.735
Dibrugarh,1994,23.66,56.64,338.06,1,2,7.775
Rajkot,1998,29.25,30.05,205.18,1,2,6.126
Bhavnagar,1990,28.44,59.68,246.94,0,2,4.329
Tiruchirappalli,2024,23.78,46.16,240.67,0,2,6.831
Darbhanga,1991,27.55,58.97,423.25,0,2,8.695
Amravati,2012,22.55,58.08,256.54,1,2,3.447
Nashik,1998,31.27,51.23,108.24,0,2,9.07
Hyderabad,2023,23.15,59.67,150.13,0,2,9.541
Suryapet,2003,31.94,49.9,198.84,0,2,3.741
Mahbubnagar,1993,29.63,76.0,147.73,1,2,33.008
Tiruchirappalli,2019,27.11,77.12,46.66,0,2,18.841
Bhavnagar,2020,31.74,48.01,114.72,0,2,4.705
Thane,2000,24.75,83.19,33.73,1,2,23.931
Tezpur,2024,26.36,83.93,70.15,1,2,31.735
Agra,1997,29.03,35.33,376.42,1,2,4.443
Surat,1992,31.82,28.76,151.83,0,2,4.989
Bikaner,2003,28.64,53.53,235.57,0,2,6.29
Nagpur,2002,25.35,72.46,242.94,0,2,9.594
Sikar,2021,30.49,92.97,73.77,1,2,31.474
Thane,2023,29.19,95.64,38.61,0,2,16.075
Rajkot,2008,39.35,62.61,293.29,1,2,6.141
Patna,2005,22.38,49.65,0.0,1,2,10.874
Dibrugarh,1991,20.86,58.08,417.15,0,2,12.091
Arrah,2006,33.73,83.22,46.48,0,2,32.055
Tezpur,2023,27.05,64.63,397.18,0,2,9.337
Sikar,2005,32.0,79.16,50.5,1,2,32.041
Bikaner,1991,25.98,58.24,83.26,0,2,5.42
Solapur,1991,26.54,77.51,56.41,1,2,18.789
Erode,2015,26.54,62.24,422.55,0,2,13.507
Patna,2002,26.0,60.77,339.95,1,2,7.548
Malda,2020,25.7,64.8,84.01,1,2,11.046
Siliguri,2023,23.67,50.49,222.32,0,2,6.268
Aurangabad,1992,29.54,36.4,251.78,0,2,3.627
Barpeta,1997,21.02,52.59,837.48,1,2,17.065
Erode,2012,24.65,55.37,0.0,0,2,10.712
Sivasagar,2003,33.92,47.5,151.42,1,2,4.743
Chitradurga,2016,29.93,64.96,110.68,1,2,14.806
Agra,2018,20.65,70.09,960.48,1,2,16.2
Junagadh,1990,27.09,47.91,74.86,1,2,4.107
Raichur,2006,27.43,62.68,106.36,1,2,15.287
Bengaluru,2019,27.99,53.36,416.09,1,2,8.25
Durgapur,2002,20.3,73.69,1065.22,1,2,14.594
Mumbai,2010,25.76,74.0,64.78,1,2,25.358
Noida,2008,33.38,25.41,142.94,0,2,6.533
Mangaluru,2008,29.29,86.11,35.6,1,2,20.391
Silchar,2014,28.4,46.99,136.17,1,2,6.364
Rangareddy,2011,20.47,72.28,797.24,1,2,14.577
Adilabad,2020,22.31,63.8,230.89,0,2,6.41
Delhi,2006,18.45,64.66,150.86,1,2,9.409
Anand,2012,23.42,90.09,28.66,0,2,21.954
Alwar,2021,20.79,85.72,1077.95,0,2,17.931
Nashik,1999,27.1,81.75,19.99,1,2,20.109
Karimnagar,1999,31.68,66.44,232.7,0,2,6.561
Thane,1997,30.49,79.54,2.9,0,2,24.525
Nadia,2009,29.04,86.07,59.11,1,2,22.819
Akola,2021,26.07,77.34,47.73,1,2,18.395
Aurangabad,2003,27.65,60.54,348.33,0,2,8.68
Madurai,2017,18.84,80.37,1129.22,0,2,22.072
Akola,2013,27.03,81.09,19.32,0,2,28.04
Siliguri,2004,30.2,62.91,308.44,0,2,8.758
Pune,2011,28.28,62.51,130.55,0,2,4.626
Mysuru,2019,18.75,85.43,835.54,0,2,26.32
Suryapet,1993,22.73,60.98,440.81,0,2,11.397
Pune,2002,31.55,54.06,152.5,0,2,10.539
Agra,2012,27.87,79.74,48.3,0,2,30.448
Tinsukia,1997,24.56,86.46,25.7,1,2,20.781
Jorhat,2007,28.23,53.57,230.56,0,2,3.025
Jodhpur,2001,23.0,43.93,292.3,0,2,6.309
Shivamogga,2020,15.55,52.24,229.79,0,2,6.111
Amravati,2003,30.86,77.24,56.48,1,2,23.906
Bikaner,2023,26.48,44.86,177.77,0,2,7.106
Hubballi,2007,25.12,44.17,102.47,0,2,5.727
Tiruchirappalli,2023,27.74,37.71,235.48,0,2,2.889
Rangareddy,2000,18.99,82.6,1194.33,1,2,16.001
Khammam,2001,23.62,54.32,151.98,0,2,9.962
Rajkot,2004,26.38,35.97,286.37,1,2,3.673
Bhavnagar,2020,29.83,43.03,327.09,0,2,5.825
Murshidabad,2018,29.04,49.66,110.86,0,2,5.665
Goalpara,2015,25.08,67.65,1551.4,1,2,20.082
Dibrugarh,2007,24.54,60.5,300.6,0,2,12.422
Nalanda,2021,25.83,55.66,289.64,1,2,8.994
Nadia,2011,17.25,72.38,1665.26,1,2,12.057
Bharatpur,2006,29.94,79.95,75.13,1,2,28.689
Bikaner,2012,36.66,50.92,137.66,1,2,2.621
Amravati,2013,25.61,60.1,223.81,0,2,8.447
Nizamabad,1997,27.48,71.19,232.58,0,2,3.545
Kota,1995,30.72,51.9,231.53,0,2,4.062
Kutch,1994,21.43,78.26,984.61,0,2,12.941
Khammam,2018,37.56,56.97,194.47,1,2,8.96
Mumbai,2017,27.55,77.47,33.59,1,2,28.27
Suryapet,2000,18.98,83.08,990.44,1,2,22.788
Silchar,1990,24.53,72.07,2.43,1,2,28.405
Coimbatore,2008,24.8,71.24,374.64,0,2,9.077
Nalanda,1998,18.74,84.3,1103.1,1,2,21.068
Silchar,2016,29.64,79.41,21.92,1,2,28.03
Vadodara,2023,27.19,85.78,64.55,1,2,17.469
Udaipur,1993,25.92,42.13,28.6,0,2,7.161
Delhi,2007,24.83,79.54,61.07,1,2,30.077
Mangaluru,2004,26.73,82.54,76.94,1,2,22.286
Nalanda,2002,29.02,56.3,359.15,0,2,13.677
Dindigul,2008,30.71,52.14,260.26,1,2,7.863
Khammam,1995,21.41,71.28,1266.44,0,2,17.98
Meerut,2001,20.04,77.2,1158.21,1,2,20.719
Adilabad,2006,31.59,71.38,194.68,0,2,2.877
Aurangabad,2012,26.94,82.4,40.42,1,2,35.694
Varanasi,2015,17.42,83.69,1458.36,0,2,14.219
Bharatpur,2018,22.64,69.12,391.05,1,2,11.402
Erode,2022,26.44,25.18,318.53,0,2,6.043
Dibrugarh,2016,31.06,59.07,448.68,0,2,1.764
Nagpur,2014,29.91,73.71,124.3,1,2,11.438
Jhansi,1999,18.72,65.52,733.6,1,2,23.192
Howrah,2012,26.67,58.27,23.73,0,2,4.38
Jhansi,2010,28.79,81.31,66.41,1,2,11.276
Kalaburagi,2010,18.23,65.97,277.86,0,2,9.749
Suryapet,2002,19.63,84.21,96.4,0,2,17.645
Udaipur,2022,17.15,68.1,904.82,1,2,11.313
Medak,2013,22.51,65.68,476.22,0,2,9.545
Mangaluru,2000,30.02,83.66,60.65,0,2,23.556
Warangal,2006,26.26,68.08,404.34,0,2,8.606
Patna,1993,26.12,50.62,308.1,0,2,7.033
Rangareddy,2014,23.41,84.4,1057.6,0,2,16.545
Junagadh,2019,28.28,37.94,277.69,0,2,5.991
Madurai,1998,22.14,62.48,934.7,0,2,13.901
Jorhat,2010,26.69,35.23,212.56,0,2,3.008
Hubballi,2009,28.33,36.66,159.3,0,2,4.804
Junagadh,2008,23.11,67.57,117.28,0,2,7.458
Salem,2008,17.62,83.14,948.63,0,2,23.675
Shivamogga,2001,37.12,46.48,82.43,0,2,6.517
Junagadh,2006,16.19,67.33,1352.13,1,2,28.702
Tezpur,2017,27.2,39.72,248.88,0,2,5.984
Bharatpur,2024,13.86,74.31,1595.91,1,2,19.968
Bhagalpur,2007,23.91,47.68,182.45,0,2,8.078
Patna,2003,25.27,48.93,94.07,0,2,7.928
Medak,2024,30.54,79.97,4.21,1,2,33.413
Patna,1996,23.99,57.9,536.23,0,2,10.088
Barpeta,2002,21.34,48.99,240.49,0,2,11.519
Thane,2007,26.49,86.5,5.01,1,2,28.89
Nagaon,2002,31.05,38.02,247.03,0,2,4.182
Kolhapur,2020,22.28,65.49,866.39,1,2,24.493
Patna,1991,23.45,72.88,158.11,1,2,10.894
Udaipur,2005,22.22,63.06,523.04,0,2,11.092
Howrah,1998,28.47,42.12,185.86,0,2,3.921
Silchar,1998,27.37,52.99,385.06,0,2,10.423
Hubballi,2000,29.19,56.31,364.96,0,2,8.142
Vellore,2011,16.93,69.12,2086.58,0,2,16.875
Karimnagar,2022,17.84,70.86,919.46,1,2,15.579
Rajkot,2012,21.58,46.73,100.11,0,2,7.737
Tirunelveli,2023,21.83,75.46,29.62,1,2,25.101
Mahbubnagar,1998,21.57,34.29,448.47,1,2,12.978
Vellore,2013,22.04,76.93,337.59,0,2,10.149
Rangareddy,1997,24.07,47.87,229.44,0,2,8.777
Arrah,1996,27.2,43.96,351.45,1,2,12.581
Junagadh,2007,25.66,72.14,499.27,0,2,13.381
Tirunelveli,1992,28.83,77.65,99.78,1,2,27.077
Darbhanga,2017,29.62,63.43,355.36,0,2,10.581
Karimnagar,1995,28.74,84.2,84.06,1,2,24.94
Sivasagar,2010,25.2,69.29,86.65,1,2,9.628
Allahabad,2017,31.84,50.1,262.21,0,2,3.32
Tezpur,1990,14.32,69.63,927.79,0,2,19.85
Akola,2010,24.97,47.05,127.69,1,2,7.053
Aurangabad,2024,29.92,89.0,22.04,1,2,20.343
Ajmer,2002,27.56,80.66,25.51,1,2,24.988
Junagadh,1999,26.91,64.66,343.99,0,2,9.848
Rangareddy,1999,27.4,77.57,16.78,0,2,26.43
Mysuru,2002,21.82,77.62,1283.42,1,2,21.682
Hyderabad,2013,29.55,55.78,444.59,1,2,10.119
Durgapur,1991,17.6,57.12,282.12,1,2,7.507
Anand,2011,26.01,73.26,43.8,0,2,22.516
Bareilly,2006,21.9,49.49,215.63,0,2,4.849
Gaya,2003,10.15,36.87,225.97,0,2,11.298
Purnia,1999,29.75,85.64,93.83,0,2,25.871
Hubballi,2024,33.17,64.16,0.0,0,2,5.562
Vellore,2014,23.98,55.53,241.95,0,2,10.491
Solapur,1992,25.92,84.44,3.05,0,2,27.538
Aurangabad,2006,25.3,56.13,386.42,1,2,12.924
Vellore,2001,37.2,59.92,332.04,0,2,10.14
Durgapur,2013,16.87,70.57,1301.41,0,2,12.737
Sivasagar,2018,23.95,77.88,54.79,1,2,25.826
Kota,2014,32.4,40.76,239.19,0,2,2.915
Malda,2015,28.61,40.87,169.0,0,2,11.089
Pune,1990,27.54,63.28,322.21,1,2,9.636
Tirunelveli,2009,26.3,41.2,182.68,0,2,10.826
Bhavnagar,2017,27.06,78.02,68.37,1,2,30.23
Mahbubnagar,2005,24.0,27.2,105.22,0,2,6.089
Mahbubnagar,2006,25.58,72.01,793.75,0,2,18.432
Erode,2017,33.72,62.6,287.37,0,2,12.541
Darjeeling,2001,18.5,85.9,1612.81,1,2,13.96
Tirunelveli,2016,31.63,59.52,304.73,1,2,9.971
Goalpara,2019,29.03,78.52,110.64,0,2,20.566
Raichur,2023,22.94,33.81,338.24,0,2,5.749
Delhi,1995,22.98,75.63,40.89,0,2,26.915
Ajmer,1996,30.28,85.86,62.11,0,2,19.813
Rangareddy,2021,31.15,64.6,383.2,1,2,10.941
Thane,2021,29.06,75.45,0.0,1,2,24.536
Udaipur,2014,27.02,39.6,42.72,0,2,5.757
Madurai,2022,22.48,76.4,367.34,0,2,5.396
Durgapur,1996,24.63,73.8,65.36,1,2,21.315
Noida,2001,29.07,59.89,322.76,0,2,12.334
Asansol,2005,26.19,51.25,132.91,0,2,12.204
Bengaluru,2005,25.53,49.01,661.78,0,2,8.576
Noida,2002,31.76,80.92,67.01,1,2,30.572
Mysuru,1996,25.08,81.85,1407.78,1,2,21.459
Dibrugarh,1998,32.33,51.58,293.3,0,2,6.389
Kanpur,2021,25.21,82.99,54.42,1,2,32.703
Jhansi,2000,26.21,49.76,312.73,1,2,13.884
Junagadh,1997,18.73,76.35,1361.35,0,2,22.338
Nalanda,2022,25.45,63.32,221.51,0,2,9.982
Darjeeling,2012,16.4,63.68,1389.2,1,2,14.045
Kota,2014,35.01,24.13,217.6,0,2,4.156
Anand,1997,18.58,75.41,1236.7,0,2,21.617
Sivasagar,2011,36.42,36.74,217.83,0,2,4.503
Aurangabad,1993,27.62,73.54,23.39,1,2,25.151
Adilabad,1992,28.08,24.87,183.19,0,2,3.419
Udaipur,2018,23.32,52.94,483.17,0,2,10.607
Surat,2018,23.36,75.75,396.63,0,2,10.531
Hyderabad,2023,26.87,68.62,465.75,0,2,11.079
Amravati,2023,25.78,74.66,441.03,1,2,10.029
Patna,2017,29.21,52.59,214.57,0,2,9.256
Vellore,2002,22.91,70.72,66.11,1,2,12.623
Bharatpur,2004,20.7,84.9,1338.9,0,2,18.468
Suryapet,2012,23.63,86.89,932.03,1,2,20.185
Kolkata,2015,32.14,78.72,70.71,1,2,31.873
Allahabad,1993,27.09,40.21,340.04,0,2,4.31
Delhi,2015,28.62,44.12,164.58,0,2,4.09
Madurai,1998,18.13,75.74,695.08,0,2,15.848
Mumbai,1994,25.41,73.45,19.36,0,2,21.797
Asansol,2021,22.01,70.41,991.27,1,2,17.822
Chennai,2009,24.63,85.56,7.64,1,2,22.993
Noida,2000,34.64,54.42,352.88,0,2,18.336
Mahbubnagar,2004,26.93,60.73,360.0,1,2,10.665
Muzaffarpur,2021,27.46,82.38,61.84,0,2,29.03
Gorakhpur,2017,26.04,84.96,324.04,1,2,19.412
Arrah,2011,20.75,66.04,478.52,0,2,7.336
Mumbai,2006,25.67,84.66,53.83,1,2,18.774
Jorhat,2015,24.24,82.16,36.49,1,2,26.444
Muzaffarpur,1996,27.93,81.45,69.49,1,2,30.769
Darbhanga,2015,23.44,68.73,395.48,0,2,11.8
Suryapet,2014,20.79,36.72,128.15,0,2,11.21
Hubballi,1999,21.26,67.06,292.58,1,2,8.745
Chennai,2008,28.99,69.62,32.01,0,2,16.641
Durgapur,2000,21.9,70.87,832.37,1,2,12.938
Jodhpur,2002,24.48,53.96,252.32,1,2,2.171
Bhagalpur,1997,25.23,58.36,169.41,1,2,7.55
Amravati,1993,18.76,74.44,1222.05,0,2,13.607
Ajmer,2020,26.03,81.2,22.25,1,2,31.594
Gaya,2017,32.83,89.28,86.22,1,2,23.835
Arrah,2000,25.79,38.32,202.2,0,2,12.038
Erode,1990,26.67,52.78,644.25,0,2,10.745
Kolkata,2013,30.05,86.97,74.41,1,2,27.585
Khammam,2020,28.25,78.74,44.24,1,2,19.851
Jorhat,2015,25.92,58.04,157.36,0,2,11.607
Salem,1994,30.48,83.42,65.62,1,2,18.341
Noida,2009,23.68,47.55,452.14,1,2,9.038
Bikaner,2000,28.19,53.83,262.22,1,2,4.886
Rangareddy,2022,22.02,56.34,213.22,0,2,11.72
Pune,2016,31.65,58.35,514.02,1,2,15.39
Kolhapur,2023,21.67,68.49,1116.46,0,2,16.79
Kanpur,2004,30.93,50.05,134.95,0,2,7.16
Ahmedabad,2021,36.23,41.84,421.59,0,2,3.617
Nizamabad,2010,21.1,62.76,397.9,0,2,12.928
Ahmedabad,1994,29.67,41.28,240.79,0,2,6.819
Shivamogga,1995,24.06,44.57,151.65,1,2,1.454
Darjeeling,2011,15.78,70.52,985.84,0,2,18.148
Katihar,2007,30.51,56.52,177.97,0,2,10.346
Patna,2003,32.76,51.43,327.77,0,2,10.143
Muzaffarpur,1999,18.75,67.08,1219.26,0,2,15.083
Tiruchirappalli,2002,18.77,89.01,227.15,0,2,26.966
Salem,2020,18.68,76.47,484.28,0,2,18.821
Jaipur,2019,36.75,24.1,108.94,0,2,5.453
Gaya,1992,23.66,58.83,74.28,0,2,7.194
Barpeta,2019,32.66,69.85,176.02,0,2,7.641
Bareilly,1995,28.14,71.65,94.22,1,2,18.063
Karimnagar,2018,26.54,82.8,84.24,1,2,23.912
Murshidabad,1997,27.07,59.38,206.94,0,2,11.661
Vellore,2022,33.56,42.23,382.93,1,2,9.26
Jorhat,2006,26.65,53.62,127.43,0,2,12.7
Coimbatore,2000,27.41,78.91,108.69,0,2,19.734
Erode,2002,21.6,64.72,921.29,0,2,15.099
Thanjavur,2000,29.07,37.33,0.0,0,2,5.928
Meerut,2020,25.49,47.29,423.26,0,2,5.29
Murshidabad,2017,25.71,62.36,255.05,0,2,10.261
Jaipur,1995,33.48,49.32,403.4,0,2,6.434
Lucknow,2005,27.76,53.26,437.63,0,2,11.26
Agra,1993,16.14,83.63,1118.26,1,2,21.827
Murshidabad,2024,33.19,43.56,16.4,1,2,4.949
Raichur,2015,28.04,55.62,316.33,0,2,9.699
Allahabad,2001,26.5,57.6,65.99,1,2,13.622
Surat,2000,34.33,48.48,166.83,0,2,4.993
Jorhat,2014,29.67,62.84,324.3,0,2,8.746
Guwahati,2007,29.53,55.32,499.35,0,2,7.889
Murshidabad,2008,22.75,84.66,31.9,0,2,24.648
Jaipur,2012,32.57,42.81,415.36,1,2,4.232
Mumbai,2007,27.12,83.38,3.92,1,2,32.423
Jamnagar,2015,29.01,86.79,25.56,1,2,19.418
Mysuru,1995,17.19,70.9,1071.36,1,2,24.159
Rajkot,1993,33.67,41.05,0.0,0,2,4.348
Gorakhpur,2018,34.27,33.76,81.99,0,2,3.137
Patna,2023,25.61,50.52,369.95,0,2,12.607
Purnia,2006,14.91,80.31,1372.98,0,2,14.73
Varanasi,2005,28.14,66.55,153.74,0,2,8.523
Dibrugarh,1991,28.61,70.76,34.14,1,2,20.95
Warangal,2023,18.33,49.7,375.67,0,2,11.253
Dindigul,1997,25.99,73.76,40.3,0,2,8.935
Vellore,2002,30.45,75.73,44.55,0,2,22.816
Murshidabad,1997,21.04,42.3,176.47,0,2,3.749
Malda,2019,28.18,80.18,102.94,1,2,28.146
Vadodara,2021,26.89,61.54,380.26,0,2,13.416
Dindigul,2019,20.69,63.26,1007.52,1,2,16.996
Belagavi,1990,25.07,61.54,415.21,0,2,6.63
Suryapet,2006,30.61,20.0,222.06,0,2,6.743
Chitradurga,2009,19.37,69.71,627.04,1,2,18.749
Kalaburagi,2013,19.18,72.08,1287.61,1,2,24.26
Mumbai,2011,29.42,71.81,75.76,1,2,30.896
Bharatpur,2018,35.68,83.27,40.4,1,2,24.379
Durgapur,2011,27.85,75.39,55.99,1,2,29.448
Tezpur,1998,23.24,76.7,592.92,1,2,12.075
Surat,1999,25.48,64.04,331.18,0,2,8.537
Rajkot,2017,29.64,42.47,179.51,0,2,5.27
Rangareddy,2017,18.02,80.82,597.86,0,2,20.663
Patna,2010,23.34,43.17,165.12,0,2,11.254
Jorhat,2013,26.6,46.75,209.58,0,2,6.104
Nagpur,1991,23.73,47.32,205.9,1,2,7.401
Mumbai,1997,28.22,84.05,67.95,1,2,20.458
Solapur,2016,19.72,71.3,831.53,0,2,17.219
Vellore,2011,34.55,23.84,486.88,0,2,5.422
Darbhanga,2016,13.86,63.97,1092.81,1,2,19.85
Nashik,2018,25.3,59.91,63.07,0,2,11.82
Warangal,1992,23.7,63.35,328.4,0,2,13.429
Akola,2002,16.36,62.41,851.92,0,2,15.739
Ajmer,1999,25.53,70.62,71.52,1,2,20.526
Varanasi,1998,22.51,77.79,50.16,1,2,18.829
Nizamabad,2016,25.36,75.92,362.21,0,2,13.367
Junagadh,2023,30.01,39.51,471.29,0,2,5.665
Gorakhpur,1990,23.79,81.05,43.63,1,2,15.991
Darbhanga,2021,19.82,53.81,1294.48,1,2,22.272
Surat,2014,30.31,71.95,310.71,0,2,5.12
Warangal,2018,22.31,48.89,346.81,0,2,8.375
Nadia,1996,28.28,80.43,1.65,0,2,24.506
Kolhapur,1992,28.15,70.67,73.33,0,2,16.549
Vadodara,2009,19.42,78.22,203.82,1,2,21.811
Solapur,2009,22.35,70.13,1683.13,1,2,17.945
Tinsukia,2019,34.18,47.25,69.57,1,2,2.406
Arrah,2024,30.36,56.93,594.37,0,2,8.334
Nagaon,2024,25.41,82.32,52.51,1,2,22.131
Bareilly,2016,27.43,85.18,76.22,0,2,22.529
Gorakhpur,2015,14.08,63.63,1204.47,0,2,23.745
Katihar,2003,30.05,88.27,79.16,1,2,33.387
Udaipur,2006,29.39,52.74,4.34,0,2,7.037
Muzaffarpur,2007,30.44,64.43,203.55,0,2,9.951
Nagaon,2018,33.58,75.51,62.21,0,2,29.366
Patna,2009,30.27,61.17,307.82,1,2,13.756
Junagadh,2016,29.61,78.07,37.96,0,2,26.011
Surat,2007,26.4,79.7,328.79,0,2,6.258
Solapur,1993,36.4,52.1,266.91,0,2,10.955
Nizamabad,1990,28.79,87.97,116.25,1,2,22.38
Khammam,1990,27.23,66.84,1537.12,0,2,25.431
Jamnagar,2015,27.27,60.93,348.44,1,2,6.056
Bareilly,2009,24.75,69.72,571.1,0,2,8.71
Bharatpur,2012,22.28,71.97,1196.4,1,2,17.9
Warangal,1999,13.98,58.22,159.87,0,2,10.069
Asansol,2000,25.04,61.54,258.11,0,2,9.833
Belagavi,1994,34.79,45.01,235.24,0,2,4.708
Sivasagar,1990,18.86,78.22,1060.82,1,2,14.688
Adilabad,2006,30.0,46.16,67.41,1,2,6.65
Muzaffarpur,2011,23.26,74.98,60.71,1,2,17.17
Meerut,2023,26.78,77.33,16.4,1,2,23.487
Mangaluru,2018,25.53,81.38,108.27,1,2,20.664
Bhavnagar,1993,33.01,34.19,277.96,0,2,4.199
Darbhanga,1994,29.23,54.68,271.45,0,2,10.482
Jalpaiguri,2000,22.82,65.27,309.58,1,2,7.575
Kanpur,2010,17.16,76.92,1690.27,0,2,15.848
Kolhapur,2024,36.24,42.04,50.51,0,2,4.435
Ajmer,2001,24.73,55.14,152.03,0,2,3.598
Kolhapur,2015,29.12,69.68,380.05,0,2,14.83
Karimnagar,2008,30.16,39.08,0.0,0,2,4.186
Madurai,1996,31.34,83.31,45.8,1,2,30.418
Meerut,1996,28.61,75.51,36.67,1,2,25.419
Chitradurga,2015,18.41,77.07,1987.51,1,2,13.412
Chitradurga,1994,24.51,81.24,45.96,1,2,18.031
Mahbubnagar,2010,21.44,60.0,145.29,0,2,11.429
Vellore,2003,16.22,72.85,645.85,0,2,23.913
Nalanda,1993,25.55,60.55,0.0,0,2,14.566
Kanpur,2012,30.43,79.92,100.58,1,2,23.716
Pune,2009,22.33,37.24,316.26,0,2,7.45
Mumbai,2004,24.9,86.91,44.77,1,2,28.121
Durgapur,2018,26.72,66.25,441.08,0,2,8.008
Goalpara,1997,31.56,55.38,382.27,0,2,9.339
Raichur,2008,29.09,69.46,302.41,0,2,7.505
Delhi,2017,19.73,70.82,599.26,0,2,10.063
Pune,2016,21.89,33.16,218.74,0,2,13.325
Nagaon,1993,20.14,77.69,1049.83,0,2,18.178
Gorakhpur,2004,29.54,43.9,400.36,1,2,10.888
Bengaluru,2024,28.34,46.61,100.17,0,2,11.418
Raichur,1990,31.03,34.12,191.41,0,2,7.134
Aurangabad,1992,31.33,80.47,88.79,1,2,23.325
